#CODIGO_PROGRAMA,DESCRICAO_PROGRAMA,CODIGO_FINALIDADE,FINALIDADE,CODIGO_ATIVIDADE,ATIVIDADE,CODIGO_MODALIDADE,MODALIDADE
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","70","AQUISIÇÃO DE ATIVOS OPERACIONAIS"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0156","ABC + "Programa para a Adaptação à Mudança do Clima e Baixa Emissão de Carbono"","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","60","AQUICULTURA"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","50","PESCA"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0157","PSI-RURAL - PROG SUSTENTAÇÃO  INVESTIMENTO ENCERRADO","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","1","Comercialização","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","1","Comercialização","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0158","PROCAP-CRED (PROG CAPIT COOP CRÉDITO) ENCERRADO","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","10","PASTAGEM"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","56","MINHOCULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","96","ESTIAGEM - Resolução 4802/2020"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","96","ESTIAGEM - Resolução 4802/2020"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","95","COVID-19 - Resolução 4801/2020"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","95","COVID-19 - Resolução 4801/2020"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","10","PASTAGEM"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","77","OVINOCULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","73","EQUINOCULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","63","BUBALINOCULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","75","CUNICULTURA E DEMAIS ROEDORES"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","67","CAPRINOCULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","65","SERICICULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","55","APICULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","39","AVICULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","38","SUINOCULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","37","BOVINOCULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","10","PASTAGEM"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","0",,"0",,"00","Indicador de renegociação"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","11","FLORESTAMENTO E REFLORESTAMENTO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","11","FLORESTAMENTO E REFLORESTAMENTO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","10","PASTAGEM"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","70","AQUISIÇÃO DE ATIVOS OPERACIONAIS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","70","AQUISIÇÃO DE ATIVOS OPERACIONAIS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","35","MANUTENÇÃO/CRIAÇÃO DE ANIMAIS (CRIA)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","43","EXPLORAÇÃO SOB REGIME DE INTEGRAÇÃO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","43","EXPLORAÇÃO SOB REGIME DE INTEGRAÇÃO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","4",,"2","Pecuário(a)","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","4",,"1","Agrícola","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","31","AQUISIÇÃO E MANUTENÇÃO DE ANIMAIS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","29","CRIA DE ANIMAIS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","45","COOPERATIVAS DE CRÉDITO (SINGULAR OU CENTRAL) - encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","45","COOPERATIVAS DE CRÉDITO (SINGULAR OU CENTRAL) - encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","45","COOPERATIVAS DE CRÉDITO (SINGULAR OU CENTRAL) - encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","45","COOPERATIVAS DE CRÉDITO (SINGULAR OU CENTRAL) - encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","60","AQUICULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","60","AQUICULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","60","AQUICULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","60","AQUICULTURA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","50","PESCA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","50","PESCA"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","26","MANUTENÇÃO/CRIAÇÃO DE ANIMAIS (RECRIA E ENGORDA)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","2","Pecuário(a)","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","02","EXTRATIVISMO DE ESPÉCIES NATIVAS"
"0050","PRONAMP - PROGRAMA NACIONAL DE APOIO AO MÉDIO PRODUTOR RURAL","2","Custeio","1","Agrícola","01","LAVOURA"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","1","Comercialização","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","1","Comercialização","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0159","MODERMAQ - PROG MOD PARQUE IND NACIONAL - ENCERRADO","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","4",,"2","Pecuário(a)","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","4",,"1","Agrícola","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","2","Pecuário(a)","29","CRIA DE ANIMAIS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","2","Pecuário(a)","26","MANUTENÇÃO/CRIAÇÃO DE ANIMAIS (RECRIA E ENGORDA)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","2","Pecuário(a)","23","DESCONTO (NPR E DR)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","21","PRÉ-COMERCIALIZAÇÃO - encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","2","Pecuário(a)","20","FEE (EX-LEC)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","19","FAC - Financiamento para Aquisição de Café"
