#CODIGO,DATA_INICIO,DATA_FIM,FINALIDADE,ATIVIDADE,MODALIDADE,PRODUTO,VARIEDADE,CESTA,ZONEAMENTO,UNIDADE_MEDIDA,UNIDADE_MEDIDA_PREVISAO,CONSORCIO,CEDULA_MAE,CD_TIPO_CULTURA
"12018888000002","07/01/2020",,"Custeio","Agrícola","LAVOURA","CITRONELA (CYMBOPOGON NARDUS)","NÃO SE APLICA","Ano Civil / Ano de Exploração","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12017340000043","16/03/2017",,"Custeio","Agrícola","LAVOURA","VIME","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12017340000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","VIME","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12017321000442","31/10/2018",,"Custeio","Agrícola","LAVOURA","LONGAN","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Valor inválido",0,2
"12017321000443","31/10/2018",,"Custeio","Agrícola","LAVOURA","LONGAN","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Valor inválido",0,2
"12017321000452","31/10/2018",,"Custeio","Agrícola","LAVOURA","LONGAN","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Valor inválido",0,2
"12017320000043","16/03/2017",,"Custeio","Agrícola","LAVOURA","VAGEM","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,4
"12017320000053","16/03/2017",,"Custeio","Agrícola","LAVOURA","VAGEM","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,4
"12017320000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","VAGEM","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12017320000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","VAGEM","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12017280000053","13/03/2017",,"Custeio","Agrícola","LAVOURA","UVA","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12017280000842","01/07/2004","28/02/2018","Custeio","Agrícola","LAVOURA","UVA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Consorciado",0,2
"12017280000052","01/01/1984","28/02/2019","Custeio","Agrícola","LAVOURA","UVA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12017240000052","01/01/2010",,"Custeio","Agrícola","LAVOURA","URUCUM","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12017240000043","16/03/2017",,"Custeio","Agrícola","LAVOURA","URUCUM","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12017240000042","07/01/2007",,"Custeio","Agrícola","LAVOURA","URUCUM","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12017240000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","URUCUM","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12017200000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","TUNGUE","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12017140000033","16/03/2017",,"Custeio","Agrícola","LAVOURA","TRITICALE","NÃO SE APLICA","Safra de Inverno (3ª Safra)",,"Hectare","Tonelada","Não consorciado",0,3
"12017140000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","TRITICALE","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017140000032","01/01/1984",,"Custeio","Agrícola","LAVOURA","TRITICALE","NÃO SE APLICA","Safra de Inverno (3ª Safra)","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017140000031","19/11/2021",,"Custeio","Agrícola","LAVOURA","TRITICALE","NÃO SE APLICA","Safra de Inverno (3ª Safra)","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017140000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","TRITICALE","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,3
"12017140000051","19/11/2021",,"Custeio","Agrícola","LAVOURA","TRITICALE","NÃO SE APLICA","Irrigadas","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017110000012","24/03/2020",,"Custeio","Agrícola","LAVOURA","TRIGO SARRACENO/MOURISCO","NÃO SE APLICA","Safra de Verão (1ª Safra)","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017110000013","26/03/2020",,"Custeio","Agrícola","LAVOURA","TRIGO SARRACENO/MOURISCO","NÃO SE APLICA","Safra de Verão (1ª Safra)",,"Hectare","Tonelada","Não consorciado",0,3
"12017100000832","01/01/1984",,"Custeio","Agrícola","LAVOURA","TRIGO","NÃO SE APLICA","Safra de Inverno (3ª Safra)","Não zoneado","Hectare","Tonelada","Consorciado",0,3
"12017100000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","TRIGO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017100000051","10/03/2004",,"Custeio","Agrícola","LAVOURA","TRIGO","NÃO SE APLICA","Irrigadas","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017100000032","01/01/1984",,"Custeio","Agrícola","LAVOURA","TRIGO","NÃO SE APLICA","Safra de Inverno (3ª Safra)","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017100000031","12/02/1996",,"Custeio","Agrícola","LAVOURA","TRIGO","NÃO SE APLICA","Safra de Inverno (3ª Safra)","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12017100000033","28/01/2021",,"Custeio","Agrícola","LAVOURA","TRIGO","NÃO SE APLICA","Safra de Inverno (3ª Safra)",,"Hectare","Tonelada","Não consorciado",0,3
"12017100000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","TRIGO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,3
"12016960000052","18/06/2010",,"Custeio","Agrícola","LAVOURA","TORANJA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016960000041","18/06/2010",,"Custeio","Agrícola","LAVOURA","TORANJA","NÃO SE APLICA","Fruticultura / Olericultura","Zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016960000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","TORANJA","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12016940000852","01/01/1984",,"Custeio","Agrícola","LAVOURA","TOMATE","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Consorciado",0,1
"12016940000842","01/01/1984",,"Custeio","Agrícola","LAVOURA","TOMATE","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Consorciado",0,1
"12016900000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","TAPEREBÁ","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016780000051","01/07/2015",,"Custeio","Agrícola","LAVOURA","TANGERINA","NÃO SE APLICA","Irrigadas","Zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016780000043","16/03/2017",,"Custeio","Agrícola","LAVOURA","TANGERINA","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12016780000052","18/06/2010",,"Custeio","Agrícola","LAVOURA","TANGERINA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016780000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","TANGERINA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016780000041","18/06/2010",,"Custeio","Agrícola","LAVOURA","TANGERINA","NÃO SE APLICA","Fruticultura / Olericultura","Zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016780000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","TANGERINA","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12016777000042","01/01/2015",,"Custeio","Agrícola","LAVOURA","TAIOBA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016777000052","01/01/2015",,"Custeio","Agrícola","LAVOURA","TAIOBA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016740000013","16/03/2017",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Safra de Verão (1ª Safra)",,"Hectare","Tonelada","Não consorciado",0,3
"12016740000023","16/03/2017",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Safrinha (2ª Safra)",,"Hectare","Tonelada","Não consorciado",0,3
"12016740000812","01/01/1984",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Safra de Verão (1ª Safra)","Não zoneado","Hectare","Tonelada","Consorciado",0,3
"12016740000052","07/07/2005",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016740000022","01/01/1984",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Safrinha (2ª Safra)","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016740000012","01/01/1984",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Safra de Verão (1ª Safra)","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016740000011","01/07/2012",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Safra de Verão (1ª Safra)","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016740000051","04/04/2019",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Irrigadas","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016740000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","SORGO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,3
"12016720000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016720000013","23/02/2017",,"Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Safra de Verão (1ª Safra)",,"Hectare","Tonelada","Não consorciado",0,3
"12016720000023","23/02/2017","25/06/2020","Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Safrinha (2ª Safra)",,"Hectare","Tonelada","Não consorciado",0,3
"12016720000812","01/01/1984",,"Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Safra de Verão (1ª Safra)","Não zoneado","Hectare","Tonelada","Consorciado",0,3
"12016720000051","24/08/2005",,"Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Irrigadas","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016720000022","01/01/1984","25/06/2020","Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Safrinha (2ª Safra)","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016720000012","01/01/1984",,"Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Safra de Verão (1ª Safra)","Não zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016720000011","01/07/2006",,"Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Safra de Verão (1ª Safra)","Zoneado","Hectare","Tonelada","Não consorciado",0,3
"12016720000053","14/03/2017",,"Custeio","Agrícola","LAVOURA","SOJA","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,3
"12016666000052","10/06/2019",,"Custeio","Agrícola","LAVOURA","FORRAÇÃO DE JARDIM","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Quantidade","Não consorciado",0,1
"12016666000042","10/06/2019",,"Custeio","Agrícola","LAVOURA","FORRAÇÃO DE JARDIM","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Quantidade","Não consorciado",0,1
"12016666000043","02/08/2019",,"Custeio","Agrícola","LAVOURA","FORRAÇÃO DE JARDIM","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Quantidade","Não consorciado",0,1
"12016660000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","SERRALHA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016660000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","SERRALHA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016660000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","SERRALHA","NÃO SE APLICA","Irrigadas",,"Hectare","Quantidade","Não consorciado",0,4
"12016565000042","20/09/2018",,"Custeio","Agrícola","LAVOURA","SAPOTI","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,1
"12016565000052","20/09/2018",,"Custeio","Agrícola","LAVOURA","SAPOTI","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,1
"12016565000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","SAPOTI","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,1
"12016560000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","SALSA","NÃO SE APLICA","Irrigadas",,"Hectare","Unidade","Não consorciado",0,4
"12016560000043","15/05/2017",,"Custeio","Agrícola","LAVOURA","SALSA","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,4
"12016560000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","SALSA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016560000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","SALSA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016480000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","RÚCULA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016480000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","RÚCULA","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,4
"12016480000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","RÚCULA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Unidade","Não consorciado",0,4
"12016480000043","12/01/2018",,"Custeio","Agrícola","LAVOURA","RÚCULA","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Unidade","Não consorciado",0,1
"12016440000043","01/01/2017",,"Custeio","Agrícola","LAVOURA","REPOLHO","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,4
"12016440000053","02/01/2017",,"Custeio","Agrícola","LAVOURA","REPOLHO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,4
"12016440000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","REPOLHO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12016440000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","REPOLHO","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12016380000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","RAMI","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016360000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","RABANETE","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12016360000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","RABANETE","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12016360000043","20/10/2017",,"Custeio","Agrícola","LAVOURA","RABANETE","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,1
"12016360000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","RABANETE","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,4
"12016320000043","20/03/2017",,"Custeio","Agrícola","LAVOURA","QUIUÍ (KIWI)","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12016320000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","QUIUÍ (KIWI)","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12016320000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","QUIUÍ (KIWI)","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016320000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","QUIUÍ (KIWI)","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016300000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","QUIABO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12016300000043","20/03/2017",,"Custeio","Agrícola","LAVOURA","QUIABO","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,4
"12016300000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","QUIABO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,4
"12016300000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","QUIABO","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12016260000043","20/03/2017",,"Custeio","Agrícola","LAVOURA","PUPUNHA","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Unidade","Não consorciado",0,2
"12016260000051","05/08/2011",,"Custeio","Agrícola","LAVOURA","PUPUNHA","NÃO SE APLICA","Irrigadas","Zoneado","Hectare","Unidade","Não consorciado",0,2
"12016260000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","PUPUNHA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Unidade","Não consorciado",0,2
"12016260000041","12/07/2010",,"Custeio","Agrícola","LAVOURA","PUPUNHA","NÃO SE APLICA","Fruticultura / Olericultura","Zoneado","Hectare","Unidade","Não consorciado",0,2
"12016260000052","05/04/2019",,"Custeio","Agrícola","LAVOURA","PUPUNHA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Unidade","Não consorciado",0,2
"12016260000053","18/12/2020",,"Custeio","Agrícola","LAVOURA","PUPUNHA","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12016200000043","20/03/2017",,"Custeio","Agrícola","LAVOURA","PORONGO (CUIA,CABAÇA)","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Unidade","Não consorciado",0,1
"12016200000052","01/01/2008",,"Custeio","Agrícola","LAVOURA","PORONGO (CUIA,CABAÇA)","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Unidade","Não consorciado",0,1
"12016200000042","01/01/2008",,"Custeio","Agrícola","LAVOURA","PORONGO (CUIA,CABAÇA)","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Unidade","Não consorciado",0,1
"12016200000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","PORONGO (CUIA,CABAÇA)","NÃO SE APLICA","Irrigadas",,"Hectare","Quantidade","Não consorciado",0,1
"12016080000052","18/06/2010",,"Custeio","Agrícola","LAVOURA","POMELO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016080000041","18/06/2010",,"Custeio","Agrícola","LAVOURA","POMELO","NÃO SE APLICA","Fruticultura / Olericultura","Zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016080000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","POMELO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12016045000052","07/06/2019",,"Custeio","Agrícola","LAVOURA","PLANTAS PARA INFUSÃO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Quantidade","Não consorciado",0,1
"12016045000042","02/08/2019",,"Custeio","Agrícola","LAVOURA","PLANTAS PARA INFUSÃO","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Quantidade","Não consorciado",0,1
"12016045000043","02/08/2019",,"Custeio","Agrícola","LAVOURA","PLANTAS PARA INFUSÃO","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Quantidade","Não consorciado",0,1
"12016041000042","01/07/2019",,"Custeio","Agrícola","LAVOURA","Ervas medicinais, aromáticas ou condimentares","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Quantidade","Não consorciado",0,1
"12016041000052","04/03/2020",,"Custeio","Agrícola","LAVOURA","Ervas medicinais, aromáticas ou condimentares","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Quantidade","Não consorciado",0,1
"12016041000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","Ervas medicinais, aromáticas ou condimentares","NÃO SE APLICA","Irrigadas",,"Hectare","Quantidade","Não consorciado",0,1
"12016040000042","08/12/2015",,"Custeio","Agrícola","LAVOURA","PLANTAS ORNAMENTAIS","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Mil Unidades","Não consorciado",0,1
"12016040000013","20/03/2017",,"Custeio","Agrícola","LAVOURA","PLANTAS ORNAMENTAIS","NÃO SE APLICA","Safra de Verão (1ª Safra)",,"Hectare","Mil Unidades","Não consorciado",0,3
"12016040000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","PLANTAS ORNAMENTAIS","NÃO SE APLICA","Irrigadas",,"Hectare","Mil Unidades","Não consorciado",0,1
"12016040000043","17/03/2017",,"Custeio","Agrícola","LAVOURA","PLANTAS ORNAMENTAIS","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Mil Unidades","Não consorciado",0,1
"12016040000052","01/10/2009",,"Custeio","Agrícola","LAVOURA","PLANTAS ORNAMENTAIS","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Mil Unidades","Não consorciado",0,1
"12016040000012","01/10/2009","08/12/2015","Custeio","Agrícola","LAVOURA","PLANTAS ORNAMENTAIS","NÃO SE APLICA","Safra de Verão (1ª Safra)","Não zoneado","Hectare","Mil Unidades","Não consorciado",0,3
"12016020000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","PIXURIM","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016010000042","01/01/2014",,"Custeio","Agrícola","LAVOURA","PITAYA","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016010000043","20/10/2017",,"Custeio","Agrícola","LAVOURA","PITAYA","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12016010000052","21/08/2018",,"Custeio","Agrícola","LAVOURA","PITAYA","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12016010000053","03/02/2021",,"Custeio","Agrícola","LAVOURA","PITAYA","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12015980000042","01/01/2014",,"Custeio","Agrícola","LAVOURA","PINHA (ATA, FRUTA-DO-CONDE, ANONA)","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12015980000043","05/02/2018",,"Custeio","Agrícola","LAVOURA","PINHA (ATA, FRUTA-DO-CONDE, ANONA)","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12015980000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","PINHA (ATA, FRUTA-DO-CONDE, ANONA)","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12015980000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","PINHA (ATA, FRUTA-DO-CONDE, ANONA)","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12015960000053","01/01/2017",,"Custeio","Agrícola","LAVOURA","PIMENTÃO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,4
"12015960000043","16/03/2017",,"Custeio","Agrícola","LAVOURA","PIMENTÃO","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,4
"12015960000052","01/01/1984",,"Custeio","Agrícola","LAVOURA","PIMENTÃO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12015960000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","PIMENTÃO","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,4
"12015940000043","20/03/2017",,"Custeio","Agrícola","LAVOURA","PIMENTA-DO-REINO","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12015940000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","PIMENTA-DO-REINO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
"12015940000052","21/06/2006",,"Custeio","Agrícola","LAVOURA","PIMENTA-DO-REINO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12015940000042","01/01/1984",,"Custeio","Agrícola","LAVOURA","PIMENTA-DO-REINO","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12015940000041","20/09/2010",,"Custeio","Agrícola","LAVOURA","PIMENTA-DO-REINO","NÃO SE APLICA","Fruticultura / Olericultura","Zoneado","Hectare","Tonelada","Não consorciado",0,2
"12015930000042","14/06/2018",,"Custeio","Agrícola","LAVOURA","AROEIRA (PIMENTA-ROSA)","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Quilograma","Não consorciado",0,1
"12015930000043","22/06/2018",,"Custeio","Agrícola","LAVOURA","AROEIRA (PIMENTA-ROSA)","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Quilograma","Não consorciado",0,1
"12015890000052","01/01/2014",,"Custeio","Agrícola","LAVOURA","CAMAPU (PHYSALIS)","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12015890000442","30/10/2020",,"Custeio","Agrícola","LAVOURA","CAMAPU (PHYSALIS)","NÃO SE APLICA","Fruticultura / Olericultura","Não zoneado","Hectare","Tonelada","Valor inválido",0,2
"12015880000052","21/06/2006",,"Custeio","Agrícola","LAVOURA","PÊSSEGO","NÃO SE APLICA","Irrigadas","Não zoneado","Hectare","Tonelada","Não consorciado",0,2
"12015880000043","20/03/2017",,"Custeio","Agrícola","LAVOURA","PÊSSEGO","NÃO SE APLICA","Fruticultura / Olericultura",,"Hectare","Tonelada","Não consorciado",0,2
"12015880000053","20/03/2017",,"Custeio","Agrícola","LAVOURA","PÊSSEGO","NÃO SE APLICA","Irrigadas",,"Hectare","Tonelada","Não consorciado",0,2
